# Warnings for PRES
# Project : European_BGC_Fleet
# Update date : 20230713022802

PARAM,WMO,Country,prof_QC=F_once,prof_QC_not_filled_once,No_DMQC_older_1yr,grey_listed 
PRES,6901489,FRA,,X,,
PRES,6901490,FRA,,X,,
PRES,6901491,FRA,,X,,
PRES,6901492,FRA,,X,,
PRES,6901493,FRA,,X,,
PRES,6901494,FRA,,X,,
PRES,6901495,FRA,,X,,
PRES,6901496,FRA,,X,,
PRES,6901510,FRA,,X,,
PRES,6901511,FRA,,X,,
PRES,6901512,FRA,,X,,
PRES,6901513,FRA,,X,,
PRES,6901514,FRA,,X,,
PRES,6901515,FRA,,X,,
PRES,6901516,FRA,,X,,
PRES,6901517,FRA,,X,,
PRES,6901518,FRA,,X,,
PRES,6901519,FRA,,X,,
PRES,6901520,FRA,,X,,
PRES,6901521,FRA,,X,,
PRES,6901522,FRA,,X,,
PRES,6901523,FRA,,X,,
PRES,6901524,FRA,,X,,
PRES,6901525,FRA,,X,,
PRES,6901526,FRA,,X,,
PRES,6901527,FRA,,X,,
PRES,6901528,FRA,,X,,
PRES,6901529,FRA,,X,,
PRES,6901573,FRA,,X,X,
PRES,6901574,FRA,,X,,
PRES,6901575,FRA,,X,,
PRES,6901576,FRA,,X,,
PRES,6901577,FRA,,X,X,
PRES,6901578,FRA,,X,,
PRES,6901579,FRA,,X,,
PRES,6901580,FRA,,X,,
PRES,6901581,FRA,,X,,
PRES,6901582,FRA,,X,,
PRES,6901583,FRA,,X,,
PRES,6901584,FRA,,X,,
PRES,6901585,FRA,,X,,
PRES,6901592,FRA,,X,,
PRES,6901593,FRA,,X,,
PRES,6901595,FRA,,X,,
PRES,6901596,FRA,,X,X,
PRES,6901597,FRA,,X,,
PRES,6901600,FRA,,X,,
PRES,6901601,FRA,,X,,
PRES,6901602,FRA,,X,,
PRES,6901603,FRA,,X,,
PRES,6901604,FRA,,X,X,
PRES,6901605,FRA,,X,X,
PRES,6901627,EUR,,X,,
PRES,6901628,EUR,,X,,
PRES,6901631,FRA,,X,,
PRES,6901632,FRA,,X,,
PRES,6901646,FRA,,X,,
PRES,6901647,FRA,,X,,
PRES,6901648,FRA,,X,,
PRES,6901649,FRA,,X,,
PRES,6901650,FRA,,X,,
PRES,6901651,FRA,,X,X,
PRES,6901652,FRA,,X,,
PRES,6901653,FRA,,X,X,
PRES,6901654,FRA,,X,,
PRES,6901655,FRA,,X,,
PRES,6901656,FRA,,X,,
PRES,6901657,FRA,,X,,
PRES,6901658,FRA,,X,,
PRES,6901659,FRA,,X,,
PRES,6901660,FRA,,X,,
PRES,6901687,FRA,,X,,
PRES,6901688,FRA,,X,,
PRES,6901689,FRA,,X,,
PRES,6901748,FRA,,X,X,
PRES,6901749,FRA,,X,X,
PRES,6901750,FRA,,X,,
PRES,6901751,FRA,,X,,
PRES,6901752,FRA,,X,,
PRES,6901753,FRA,,X,,
PRES,6901754,FRA,,X,,
PRES,6901755,FRA,,X,,
PRES,6901756,FRA,,X,X,
PRES,6901757,FRA,,X,,
PRES,6901758,FRA,,X,,
PRES,6901759,FRA,,X,,
PRES,6901760,FRA,,X,,
PRES,6901762,FRA,,X,,
PRES,6901763,FRA,,X,,
PRES,6901764,FRA,,X,,
PRES,6901765,FRA,,X,,
PRES,6901766,FRA,,X,,
PRES,6901767,FRA,,X,,
PRES,6901768,FRA,,X,,
PRES,6901769,FRA,,X,,
PRES,6901770,FRA,,X,,
PRES,6901771,FRA,,X,,
PRES,6901772,FRA,,X,,
PRES,6901773,FRA,,X,,
PRES,6901774,FRA,,X,X,
PRES,6901775,FRA,,X,X,
PRES,6901776,FRA,,X,,
PRES,6901860,ITA,,X,,
PRES,6901861,ITA,,X,X,
PRES,6901862,ITA,,X,,
PRES,6901863,ITA,,X,,
PRES,6901864,ITA,,X,,
PRES,6901865,ITA,,X,X,
PRES,6901866,ITA,,X,,
PRES,6901881,EUR,,X,,
PRES,6901886,GRC,,X,X,
PRES,6901888,GRC,,X,X,
PRES,6901895,EXT,,X,,
PRES,6901896,EXT,,X,,
PRES,6901897,EXT,,X,X,
PRES,6901898,EXT,,X,,
PRES,6901899,EXT,,X,,
PRES,6901900,EXT,,X,,
PRES,6901933,IRL,,X,,
PRES,6901939,IRL,,X,X,
PRES,6902014,FIN,,X,X,
PRES,6902018,FIN,,X,X,
PRES,6902019,FIN,,X,X,
PRES,6902020,FIN,,X,X,
PRES,6902021,FIN,,X,X,
PRES,6902024,FIN,,X,X,
PRES,6902025,FIN,,X,X,
PRES,6902027,FIN,,X,X,
PRES,6902028,FIN,,X,X,
PRES,6902544,NOR,,X,,
PRES,6902545,NOR,,X,,
PRES,6902546,EUR,,X,X,
PRES,6902547,EUR,,X,,
PRES,6902548,NOR,,X,,
PRES,6902549,NOR,,X,,
PRES,6902550,NOR,,X,,
PRES,6902666,FRA,,X,,
PRES,6902667,FRA,,X,,
PRES,6902668,FRA,,X,,
PRES,6902669,FRA,,X,,
PRES,6902670,FRA,,X,,
PRES,6902671,FRA,,X,,
PRES,6902680,FRA,,X,X,
PRES,6902686,FRA,,X,,
PRES,6902687,FRA,,X,,
PRES,6902688,FRA,,X,,
PRES,6902700,FRA,,X,,
PRES,6902701,FRA,,X,,
PRES,6902732,FRA,,X,,
PRES,6902733,FRA,,X,,
PRES,6902734,FRA,,X,,
PRES,6902735,FRA,,X,,
PRES,6902736,FRA,,X,,
PRES,6902737,FRA,,X,,
PRES,6902738,FRA,,X,,
PRES,6902739,FRA,,X,,
PRES,6902740,FRA,,X,,
PRES,6902742,FRA,,X,,
PRES,6902743,FRA,,X,,
PRES,6902798,FRA,,X,,
PRES,6902799,FRA,,X,,
PRES,6902800,FRA,,X,,
PRES,6902801,FRA,,X,,
PRES,6902802,FRA,,X,,
PRES,6902803,FRA,,X,X,
PRES,6902804,FRA,,X,X,
PRES,6902805,FRA,,X,,
PRES,6902806,FRA,,X,,
PRES,6902807,FRA,,X,,
PRES,6902808,FRA,,X,,
PRES,6902810,FRA,,X,,
PRES,6902811,FRA,,X,,
PRES,6902812,FRA,,X,,
PRES,6902813,FRA,,X,X,
PRES,6902814,FRA,,X,X,
PRES,6902815,FRA,,X,,
PRES,6902816,FRA,,X,,
PRES,6902818,FRA,,X,,
PRES,6902819,FRA,,X,,
PRES,6902820,FRA,,X,,
PRES,6902826,FRA,,X,,
PRES,6902827,FRA,,X,,
PRES,6902828,FRA,,X,,
PRES,6902829,FRA,,X,,
PRES,6902868,FRA,,X,,
PRES,6902869,FRA,,X,,
PRES,6902870,FRA,,X,X,
PRES,6902871,FRA,,X,,
PRES,6902872,FRA,,X,X,
PRES,6902873,FRA,,X,X,
PRES,6902874,FRA,,X,,
PRES,6902875,FRA,,X,,
PRES,6902876,FRA,,X,X,
PRES,6902878,FRA,,X,X,
PRES,6902879,EUR,,X,,
PRES,6902880,FRA,,X,X,
PRES,6902881,FRA,,X,,
PRES,6902882,FRA,,X,,
PRES,6902883,FRA,,X,,
PRES,6902884,FRA,,X,X,
PRES,6902886,FRA,,X,X,
PRES,6902888,FRA,,X,X,
PRES,6902889,FRA,,X,X,
PRES,6902890,FRA,,X,X,
PRES,6902892,FRA,,X,X,
PRES,6902893,FRA,,X,X,
PRES,6902894,FRA,,X,X,
PRES,6902895,FRA,,X,X,
PRES,6902896,FRA,,X,,
PRES,6902897,FRA,,X,,
PRES,6902898,FRA,,X,X,
PRES,6902899,EUR,,X,,
PRES,6902900,FRA,,X,,
PRES,6902901,FRA,,X,,
PRES,6902902,FRA,,X,X,
PRES,6902903,FRA,,X,,
PRES,6902904,FRA,,X,X,
PRES,6902905,FRA,,X,X,
PRES,6902906,FRA,,X,,
PRES,6902907,FRA,,X,,
PRES,6902908,FRA,,X,,
PRES,6902909,FRA,,X,,
PRES,6902931,FRA,,X,X,
PRES,6902933,FRA,,X,,
PRES,6902934,FRA,,X,,
PRES,6902935,FRA,,X,,
PRES,6902936,FRA,,X,,
PRES,6902937,FRA,,X,,
PRES,6902953,FRA,,X,,
PRES,6902954,FRA,,X,X,
PRES,6902956,FRA,,X,X,
PRES,6902957,FRA,,X,,
PRES,6902958,FRA,,X,,
PRES,6902959,FRA,,X,,
PRES,6902960,FRA,,X,,
PRES,6902961,FRA,,X,,
PRES,6902962,FRA,,X,,
PRES,6902963,FRA,,X,,
PRES,6902964,FRA,,X,,
PRES,6902965,FRA,,X,,
PRES,6902966,FRA,,X,,
PRES,6902967,FRA,,X,,
PRES,6902968,FRA,,X,X,
PRES,6902969,EUR,,X,X,
PRES,6902970,FRA,,X,X,
PRES,6902971,FRA,,X,X,
PRES,6902972,FRA,,X,X,
PRES,6902973,FRA,,X,X,
PRES,6902974,FRA,,X,X,
PRES,6902975,FRA,,X,X,
PRES,6902976,FRA,,X,X,
PRES,6902977,FRA,,X,X,
PRES,6902978,FRA,,X,X,
PRES,6902979,FRA,,X,X,
PRES,6902980,FRA,,X,X,
PRES,6902981,FRA,,X,X,
PRES,6902982,FRA,,X,X,
PRES,6902983,FRA,,X,X,
PRES,6902984,FRA,,X,X,
PRES,6903024,FRA,,X,,
PRES,6903025,FRA,,X,,
PRES,6903026,FRA,,X,,
PRES,6903028,FRA,,X,X,
PRES,6903029,FRA,,X,X,
PRES,6903030,FRA,,X,X,
PRES,6903031,FRA,,X,,
PRES,6903032,FRA,,X,X,
PRES,6903033,FRA,,X,,
PRES,6903034,FRA,,X,X,
PRES,6903035,FRA,,X,X,
PRES,6903036,FRA,,X,X,
PRES,6903038,FRA,,X,X,
PRES,6903039,FRA,,X,X,
PRES,6903040,FRA,,X,X,
PRES,6903041,FRA,,X,X,
PRES,6903042,FRA,,X,X,
PRES,6903065,FRA,,X,X,
PRES,6903066,FRA,,X,X,
PRES,6903067,FRA,,X,X,
PRES,6903068,FRA,,X,X,
PRES,6903069,FRA,,X,X,
PRES,6903070,FRA,,X,X,
PRES,6903071,FRA,,X,X,
PRES,6903072,FRA,,X,X,
PRES,6903080,FRA,,X,X,
PRES,6903081,FRA,,X,X,
PRES,6903082,FRA,,X,X,
PRES,6903083,FRA,,X,X,
PRES,6903084,FRA,,X,,
PRES,6903085,FRA,,X,X,
PRES,6903086,FRA,,X,X,
PRES,6903088,FRA,,X,,
PRES,6903090,FRA,,X,,
PRES,6903091,FRA,,X,X,
PRES,6903093,FRA,,X,X,
PRES,6903094,FRA,,X,X,
PRES,6903095,FRA,,X,X,
PRES,6903096,FRA,,X,X,
PRES,6903124,EUR,,X,X,
PRES,6903125,FRA,,X,X,
PRES,6903126,FRA,,X,X,
PRES,6903127,FRA,,X,X,
PRES,6903128,FRA,,X,X,
PRES,6903129,FRA,,X,X,
PRES,6903130,FRA,,X,X,
PRES,6903152,GRC,,X,X,
PRES,6903153,GRC,,X,X,
PRES,6903178,ITA,,X,,
PRES,6903180,ITA,,X,,
PRES,6903183,ITA,,X,,
PRES,6903190,ITA,,X,,
PRES,6903191,ITA,,X,,
PRES,6903197,ITA,,X,,
PRES,6903200,ITA,,X,X,
PRES,6903203,ITA,,X,,
PRES,6903204,ITA,,X,,
PRES,6903222,ITA,,X,,
PRES,6903225,ITA,,X,,
PRES,6903233,ITA,,X,,
PRES,6903235,ITA,,X,,
PRES,6903237,ITA,,X,X,
PRES,6903238,ITA,,X,X,
PRES,6903240,ITA,,X,X,
PRES,6903246,ITA,,X,,
PRES,6903247,ITA,,X,X,
PRES,6903249,ITA,,X,,
PRES,6903250,ITA,,X,,
PRES,6903262,ITA,,X,,
PRES,6903263,ITA,,X,X,
PRES,6903265,ITA,,X,X,
PRES,6903266,ITA,,X,,
PRES,6903267,ITA,,X,,
PRES,6903268,ITA,,X,X,
PRES,6903273,NOR,,X,,
PRES,6903275,GRC,,X,X,
PRES,6903283,GRC,,X,X,
PRES,6903286,GRC,,X,X,
PRES,6903549,NOR,,X,,
PRES,6903550,NOR,,X,,
PRES,6903551,NOR,,X,,
PRES,6903552,NOR,,X,,
PRES,6903553,NOR,,X,,
PRES,6903554,NOR,,X,,
PRES,6903555,NOR,,X,,
PRES,6903556,NOR,,X,,
PRES,6903557,NOR,,X,,
PRES,6903558,NOR,,X,,
PRES,6903567,NOR,,X,,
PRES,6903568,NOR,,X,,
PRES,6903569,NOR,,X,,
PRES,6903570,NOR,,X,,
PRES,6903571,NOR,,X,,
PRES,6903572,NOR,,X,,
PRES,6903573,NOR,,X,,
PRES,6903574,NOR,,X,,
PRES,6903575,NOR,,X,,
PRES,6903576,NOR,,X,,
PRES,6903577,NOR,,X,,
PRES,6903578,NOR,,X,,
PRES,6903579,NOR,,X,,
PRES,6903580,NOR,,X,,
